                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.0992,                0.63479,                0.87523,                0.91559,                 0.8388,                0.90847,                0.63699,                0.91104,                 0.6109,                 0.8241,              0.0012005,              0.0012005,              0.0012005
                     14,                  1.116,                0.62268,                0.87054,                0.93171,                0.83562,                0.89902,                0.63572,                 0.8932,                0.61949,                0.81864,              0.0011964,              0.0011964,              0.0011964
                     15,                 1.1092,                0.60941,                0.86341,                0.98179,                0.84969,                0.91807,                0.63289,                0.93892,                0.60286,                 0.8272,              0.0011922,              0.0011922,              0.0011922
                     16,                  1.097,                0.61674,                0.87168,                0.94953,                0.84326,                0.89838,                  0.629,                0.90056,                0.61648,                0.82368,              0.0011881,              0.0011881,              0.0011881
                     17,                 1.0764,                0.61022,                 0.8618,                0.90534,                0.82076,                 0.9143,                0.64637,                0.90925,                0.57039,                0.82309,               0.001184,               0.001184,               0.001184
                     18,                 1.0808,                0.59278,                0.86493,                0.94729,                0.85106,                0.90602,                0.61553,                 1.0016,                0.57903,                0.83212,              0.0011799,              0.0011799,              0.0011799
                     19,                 1.0886,                0.61332,                0.86141,                0.93621,                0.87175,                0.90984,                0.65925,                0.90217,                0.58369,                0.82256,              0.0011757,              0.0011757,              0.0011757
                     20,                 1.0741,                0.58989,                0.86489,                0.95162,                 0.8196,                0.92236,                0.65821,                 0.9024,                0.56594,                0.82723,              0.0011716,              0.0011716,              0.0011716
                     21,                 1.0728,                0.59465,                0.85682,                0.95343,                0.83459,                0.90593,                0.63532,                0.90983,                0.56703,                0.81882,              0.0011675,              0.0011675,              0.0011675
                     22,                 1.0571,                0.58051,                0.85795,                0.97156,                 0.8443,                0.91785,                0.66971,                0.87801,                0.55258,                0.81916,              0.0011634,              0.0011634,              0.0011634
                     23,                  1.049,                0.58637,                0.85913,                0.94807,                0.83159,                0.90747,                0.64999,                0.92499,                0.57814,                0.82298,              0.0011593,              0.0011593,              0.0011593
                     24,                 1.0444,                 0.5776,                0.85627,                0.95708,                0.83131,                0.92279,                  0.671,                0.84934,                0.56256,                0.81976,              0.0011551,              0.0011551,              0.0011551
                     25,                 1.0471,                0.56863,                0.85643,                 0.9543,                0.85499,                0.91365,                0.66843,                0.87643,                0.56781,                0.82071,               0.001151,               0.001151,               0.001151
                     26,                 1.0134,                  0.559,                0.85324,                0.92721,                0.87336,                0.92334,                0.66114,                0.88642,                0.56354,                0.81983,              0.0011469,              0.0011469,              0.0011469
                     27,                 1.0174,                0.55693,                0.85134,                 0.9481,                0.85305,                0.91326,                0.65844,                0.85762,                0.54954,                0.81091,              0.0011428,              0.0011428,              0.0011428
                     28,                 1.0064,                0.55476,                0.84985,                0.96608,                0.84086,                0.92249,                0.69916,                0.82873,                0.53089,                0.81044,              0.0011386,              0.0011386,              0.0011386
                     29,                0.98471,                0.54267,                0.84404,                0.93925,                0.84069,                0.92096,                 0.6923,                0.82059,                0.52581,                0.81249,              0.0011345,              0.0011345,              0.0011345
                     30,                0.99284,                0.53863,                0.84446,                0.94121,                0.86012,                 0.9032,                0.65356,                0.89178,                0.55315,                0.81836,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.0028,                0.54218,                0.84857,                0.94241,                0.83503,                0.90886,                0.65379,                  0.859,                0.56011,                0.81218,              0.0011263,              0.0011263,              0.0011263
                     32,                0.98306,                0.52719,                0.84833,                0.94912,                0.85136,                 0.9225,                0.64893,                0.86092,                0.53168,                0.82066,              0.0011221,              0.0011221,              0.0011221
                     33,                0.98978,                0.53903,                0.84462,                0.93685,                0.86413,                0.92963,                0.66518,                0.86748,                0.53419,                0.81252,               0.001118,               0.001118,               0.001118
                     34,                0.98131,                0.53665,                0.84757,                0.96476,                0.84171,                0.91678,                0.66094,                0.88449,                0.53117,                0.81591,              0.0011139,              0.0011139,              0.0011139
                     35,                0.99516,                0.52227,                0.85141,                0.95342,                0.83486,                0.91875,                0.68277,                0.79602,                0.51976,                0.81005,              0.0011098,              0.0011098,              0.0011098
                     36,                0.95635,                 0.5261,                0.83657,                0.91251,                0.87574,                0.91223,                0.66855,                0.84783,                0.57514,                 0.8134,              0.0011056,              0.0011056,              0.0011056
                     37,                0.96285,                 0.5214,                0.84613,                0.95069,                0.84516,                0.92026,                0.66124,                0.85879,                0.50811,                0.81302,              0.0011015,              0.0011015,              0.0011015
                     38,                0.94314,                 0.4922,                0.84297,                0.94552,                0.85349,                0.91971,                0.67654,                0.84294,                0.53887,                0.80932,              0.0010974,              0.0010974,              0.0010974
                     39,                0.95061,                0.51337,                0.83946,                0.95847,                0.85738,                0.92216,                0.66482,                0.87629,                0.53828,                0.81565,              0.0010933,              0.0010933,              0.0010933
                     40,                0.95423,                0.51689,                0.84578,                0.98591,                 0.8234,                0.92432,                0.66746,                0.85969,                0.52745,                0.81059,              0.0010891,              0.0010891,              0.0010891
                     41,                0.93743,                0.51036,                 0.8366,                0.96615,                0.88331,                0.91937,                 0.6837,                0.81819,                0.49645,                 0.8085,               0.001085,               0.001085,               0.001085
                     42,                0.93404,                0.50376,                0.83999,                0.96485,                0.86716,                0.93215,                0.69577,                0.81826,                0.51017,                0.80765,              0.0010809,              0.0010809,              0.0010809
                     43,                0.92522,                 0.4938,                 0.8386,                0.97819,                0.86833,                0.93256,                 0.6775,                0.84999,                0.49635,                 0.8124,              0.0010768,              0.0010768,              0.0010768
                     44,                0.93399,                0.49576,                0.84116,                 0.9416,                0.86967,                0.92314,                0.68467,                 0.8192,                0.51154,                0.80979,              0.0010726,              0.0010726,              0.0010726
                     45,                0.90869,                0.48221,                0.83655,                0.92981,                0.89676,                0.93331,                0.69593,                0.82851,                0.48152,                0.80744,              0.0010685,              0.0010685,              0.0010685
                     46,                0.92077,                0.49441,                0.83965,                 0.9752,                0.86098,                0.91315,                0.69552,                0.80693,                 0.5185,                0.80638,              0.0010644,              0.0010644,              0.0010644
                     47,                0.90564,                0.47669,                0.82945,                0.97267,                0.86098,                0.93082,                0.70493,                 0.7779,                0.49388,                0.80542,              0.0010603,              0.0010603,              0.0010603
                     48,                 0.8979,                0.47677,                 0.8357,                0.92499,                 0.8681,                0.91878,                0.69263,                0.80158,                0.50112,                0.80494,              0.0010561,              0.0010561,              0.0010561
                     49,                0.90859,                0.48352,                0.83544,                0.95018,                0.85118,                0.92512,                0.68022,                0.84892,                0.49886,                0.81484,               0.001052,               0.001052,               0.001052
                     50,                0.89724,                0.46716,                0.83424,                0.93698,                   0.89,                  0.931,                0.69108,                 0.8248,                0.49896,                0.81074,              0.0010479,              0.0010479,              0.0010479
                     51,                0.89989,                0.47483,                0.83064,                0.94279,                0.87671,                0.92989,                0.68563,                 0.8301,                0.51065,                0.80784,              0.0010438,              0.0010438,              0.0010438
                     52,                0.87792,                0.47201,                0.82693,                0.94209,                0.85922,                0.92471,                0.68543,                0.80332,                0.52564,                  0.805,              0.0010396,              0.0010396,              0.0010396
                     53,                0.90321,                0.47674,                0.83552,                0.98575,                0.85097,                0.93883,                0.70074,                0.81207,                0.51777,                0.80958,              0.0010355,              0.0010355,              0.0010355
                     54,                0.88005,                0.46441,                 0.8254,                0.95434,                0.85179,                0.92947,                0.70799,                0.78346,                0.48253,                0.80327,              0.0010314,              0.0010314,              0.0010314
                     55,                0.86969,                0.46788,                0.82755,                0.97006,                0.82905,                0.93082,                0.70805,                0.80667,                0.50823,                0.80358,              0.0010273,              0.0010273,              0.0010273
                     56,                 0.8812,                0.46064,                0.82946,                0.93407,                0.87985,                0.94374,                0.70388,                0.79656,                0.49406,                0.80029,              0.0010231,              0.0010231,              0.0010231
                     57,                0.85983,                0.45985,                0.82619,                0.94168,                0.86995,                0.94988,                0.72152,                0.77585,                0.44484,                 0.8036,               0.001019,               0.001019,               0.001019
                     58,                0.85378,                0.45041,                0.82799,                0.95743,                0.86795,                0.93993,                0.69107,                0.82829,                0.48437,                 0.8074,              0.0010149,              0.0010149,              0.0010149
                     59,                0.87269,                0.47205,                 0.8286,                0.99694,                0.87563,                0.93686,                0.71151,                 0.7655,                0.45059,                0.80284,              0.0010107,              0.0010107,              0.0010107
                     60,                0.86839,                0.45601,                0.82478,                0.93713,                0.88338,                0.93406,                0.71422,                0.78187,                0.49551,                0.80304,              0.0010066,              0.0010066,              0.0010066
                     61,                0.86321,                0.45844,                0.82602,                0.97065,                0.86355,                0.93888,                0.71438,                0.76333,                0.47632,                0.80273,              0.0010025,              0.0010025,              0.0010025
                     62,                0.85178,                0.44689,                0.82808,                0.95561,                0.86823,                0.92894,                0.70342,                0.77912,                0.47236,                0.80328,             0.00099837,             0.00099837,             0.00099837
                     63,                0.86717,                0.46044,                0.83251,                0.97859,                0.85227,                 0.9424,                0.71279,                0.78903,                0.44979,                0.80573,             0.00099425,             0.00099425,             0.00099425
                     64,                0.84874,                 0.4567,                0.82394,                0.97767,                0.86093,                0.94229,                0.73194,                0.75071,                0.48954,                0.80415,             0.00099013,             0.00099013,             0.00099013
                     65,                0.84384,                0.44518,                0.82466,                0.98458,                0.86294,                0.95009,                0.71959,                 0.7532,                0.46078,                0.80167,               0.000986,               0.000986,               0.000986
                     66,                0.83179,                0.43983,                0.82481,                0.94899,                0.86111,                0.93873,                0.71926,                0.77485,                0.49124,                0.80656,             0.00098187,             0.00098187,             0.00098187
                     67,                 0.8311,                0.43596,                0.82674,                0.97479,                0.82298,                0.92656,                0.70022,                0.79531,                0.47115,                0.80733,             0.00097775,             0.00097775,             0.00097775
                     68,                0.83386,                0.43379,                0.82845,                0.95576,                0.85503,                0.91638,                0.68734,                0.78417,                0.49077,                  0.805,             0.00097362,             0.00097362,             0.00097362
                     69,                0.81238,                0.43226,                0.82195,                0.94636,                0.87599,                0.92349,                0.70172,                0.76775,                0.47151,                0.80435,              0.0009695,              0.0009695,              0.0009695
                     70,                0.82922,                0.43921,                  0.821,                0.95321,                0.87461,                0.93444,                0.70259,                0.80245,                0.48939,                0.80494,             0.00096537,             0.00096537,             0.00096537
                     71,                0.82137,                0.43121,                0.82291,                0.95257,                0.85534,                0.91801,                0.70738,                0.76758,                 0.4888,                0.80156,             0.00096125,             0.00096125,             0.00096125
                     72,                 0.8253,                0.42768,                0.81689,                0.93876,                 0.8835,                0.93283,                0.70612,                0.76595,                0.47606,                0.80037,             0.00095712,             0.00095712,             0.00095712
                     73,                0.83242,                0.43198,                0.82334,                0.97162,                0.85641,                 0.9329,                0.70942,                0.75381,                0.47736,                0.79969,               0.000953,               0.000953,               0.000953
                     74,                0.79904,                0.41911,                0.81687,                0.97753,                0.85332,                0.93769,                0.73342,                0.74826,                0.48683,                 0.7997,             0.00094887,             0.00094887,             0.00094887
                     75,                0.81722,                0.43018,                0.82171,                0.97792,                0.84513,                0.93258,                0.71535,                0.75865,                0.47474,                0.80016,             0.00094475,             0.00094475,             0.00094475
                     76,                0.81201,                0.42658,                0.82252,                0.91724,                0.88167,                0.94404,                0.71377,                0.74654,                0.44852,                0.79951,             0.00094062,             0.00094062,             0.00094062
                     77,                0.82478,                0.43249,                0.82155,                0.96983,                 0.8391,                0.93611,                0.70575,                0.75881,                 0.4768,                0.79927,              0.0009365,              0.0009365,              0.0009365
                     78,                0.81843,                0.43163,                0.81911,                0.96328,                0.84921,                0.93659,                0.72029,                0.73816,                0.45437,                 0.7997,             0.00093238,             0.00093238,             0.00093238
                     79,                0.80425,                0.42518,                0.81857,                0.94237,                0.88109,                 0.9363,                0.72755,                 0.7197,                0.45136,                0.79537,             0.00092825,             0.00092825,             0.00092825
                     80,                0.78494,                0.41052,                0.81758,                0.95871,                 0.8787,                0.93832,                0.71226,                0.75417,                0.47643,                0.79671,             0.00092413,             0.00092413,             0.00092413
                     81,                0.79992,                 0.4227,                0.81811,                0.93209,                0.89358,                 0.9494,                0.71132,                0.75843,                0.44573,                0.80123,                0.00092,                0.00092,                0.00092
                     82,                0.79369,                 0.4177,                0.81908,                0.94518,                0.86711,                0.93489,                0.73421,                0.72828,                0.44771,                0.79698,             0.00091588,             0.00091588,             0.00091588
                     83,                0.80054,                0.41809,                0.81762,                0.97478,                0.83563,                0.92832,                0.70902,                0.75969,                0.47317,                0.79983,             0.00091175,             0.00091175,             0.00091175
                     84,                0.81402,                0.41353,                0.81822,                0.96911,                0.84661,                0.93069,                0.70562,                0.75198,                0.47192,                0.80078,             0.00090763,             0.00090763,             0.00090763
                     85,                  0.791,                0.41684,                0.81263,                0.96836,                0.86962,                0.93675,                 0.7134,                0.75283,                0.48009,                0.79999,              0.0009035,              0.0009035,              0.0009035
                     86,                0.76841,                0.41066,                0.81614,                0.94733,                 0.8693,                0.91462,                0.71519,                0.73317,                0.46728,                0.79902,             0.00089938,             0.00089938,             0.00089938
                     87,                0.79172,                0.41154,                0.81777,                0.92936,                0.86644,                0.92064,                0.70239,                0.75392,                0.48444,                0.79931,             0.00089525,             0.00089525,             0.00089525
                     88,                0.80618,                  0.426,                0.82284,                0.95903,                0.86556,                0.93086,                0.71771,                0.74209,                0.45646,                0.79891,             0.00089112,             0.00089112,             0.00089112
                     89,                0.78296,                0.40878,                0.81443,                0.95158,                0.85582,                0.92768,                0.72447,                0.73725,                0.48446,                0.79811,               0.000887,               0.000887,               0.000887
                     90,                0.78097,                0.40528,                 0.8161,                0.96736,                0.85789,                0.93256,                0.72691,                0.73626,                0.46347,                0.79974,             0.00088288,             0.00088288,             0.00088288
                     91,                0.78393,                0.40602,                0.81635,                0.93553,                0.86816,                0.92792,                0.71386,                0.76458,                0.47607,                  0.799,             0.00087875,             0.00087875,             0.00087875
                     92,                0.76177,                0.39084,                0.81819,                0.90956,                0.88819,                0.92919,                 0.7174,                0.75394,                0.45112,                0.79799,             0.00087462,             0.00087462,             0.00087462
                     93,                0.76321,                0.39852,                0.81789,                0.93664,                 0.8834,                0.93844,                0.73373,                0.72059,                0.44408,                0.79646,              0.0008705,              0.0008705,              0.0008705
                     94,                0.76496,                0.41147,                0.81958,                0.91263,                0.89236,                0.94444,                0.71826,                0.75368,                0.44953,                0.79754,             0.00086637,             0.00086637,             0.00086637
                     95,                0.75452,                0.39397,                0.81393,                0.94529,                0.87981,                0.93091,                0.72501,                0.71924,                0.45775,                0.79449,             0.00086225,             0.00086225,             0.00086225
                     96,                0.75121,                0.39635,                0.81465,                0.94255,                0.89996,                0.94074,                0.73002,                0.73365,                0.46218,                0.79693,             0.00085813,             0.00085813,             0.00085813
                     97,                0.75028,                0.39028,                0.81537,                0.92668,                0.87681,                0.93509,                0.74052,                0.70696,                0.46993,                0.79485,               0.000854,               0.000854,               0.000854
                     98,                0.75052,                0.38799,                 0.8129,                0.96135,                0.88814,                 0.9388,                0.71539,                0.73058,                0.42497,                0.79514,             0.00084988,             0.00084988,             0.00084988
                     99,                0.75033,                0.38723,                0.80923,                0.98467,                 0.8462,                0.95237,                  0.728,                0.74146,                 0.4463,                0.79885,             0.00084575,             0.00084575,             0.00084575
                    100,                0.74111,                0.39191,                0.81556,                0.97424,                0.85841,                0.94502,                0.72634,                0.72162,                0.44896,                0.79707,             0.00084162,             0.00084162,             0.00084162
                    101,                0.74658,                0.38505,                0.81518,                0.91891,                 0.8823,                0.94311,                0.73185,                0.73626,                0.43564,                0.79736,              0.0008375,              0.0008375,              0.0008375
                    102,                0.76112,                0.38862,                0.81517,                0.95195,                0.87997,                 0.9456,                0.72095,                0.73473,                0.43439,                0.79465,             0.00083337,             0.00083337,             0.00083337
                    103,                0.74723,                0.38459,                0.81298,                0.95941,                0.85867,                0.94189,                0.73104,                0.73552,                0.46008,                 0.7964,             0.00082925,             0.00082925,             0.00082925
                    104,                0.74705,                0.38921,                 0.8099,                 0.9424,                0.89902,                0.93526,                0.72224,                0.74025,                0.42702,                0.79821,             0.00082513,             0.00082513,             0.00082513
                    105,                0.73811,                0.38414,                0.81185,                0.94189,                0.87318,                0.93562,                0.72646,                0.70484,                0.42788,                0.79331,               0.000821,               0.000821,               0.000821
                    106,                0.73086,                0.38636,                0.81199,                0.94227,                0.88055,                0.93746,                0.72559,                 0.7295,                 0.4434,                0.79562,             0.00081688,             0.00081688,             0.00081688
                    107,                0.74193,                0.39135,                0.81542,                0.98141,                 0.8571,                0.94474,                0.71938,                 0.7413,                0.43207,                0.79833,             0.00081275,             0.00081275,             0.00081275
                    108,                0.71468,                0.37387,                0.80918,                0.97615,                0.86552,                0.93499,                0.73254,                0.72006,                0.45361,                0.79524,             0.00080863,             0.00080863,             0.00080863
                    109,                0.74119,                0.38984,                0.81739,                0.97259,                0.86145,                0.92853,                0.71677,                0.74402,                0.44885,                0.79681,              0.0008045,              0.0008045,              0.0008045
                    110,                0.72799,                0.38137,                0.81031,                0.97921,                0.86723,                0.94557,                0.73228,                0.73397,                0.42194,                0.79531,             0.00080038,             0.00080038,             0.00080038
                    111,                0.74076,                 0.3849,                0.80919,                0.95847,                0.88419,                0.94661,                 0.7207,                0.76568,                 0.4412,                0.79828,             0.00079625,             0.00079625,             0.00079625
                    112,                0.71917,                0.37491,                0.80727,                0.97287,                0.89103,                0.94079,                0.74329,                0.72815,                 0.4374,                0.79566,             0.00079213,             0.00079213,             0.00079213
                    113,                0.71765,                0.37288,                0.80626,                0.98423,                0.86495,                0.93856,                0.73513,                0.72596,                0.44394,                0.79606,               0.000788,               0.000788,               0.000788
                    114,                0.70793,                0.36949,                0.80355,                0.97147,                0.86046,                0.93875,                0.73132,                0.71963,                0.43353,                0.79601,             0.00078387,             0.00078387,             0.00078387
                    115,                0.71432,                0.37295,                0.80837,                0.94971,                0.87596,                0.93626,                0.73734,                0.71052,                0.41908,                0.79335,             0.00077975,             0.00077975,             0.00077975
                    116,                0.72896,                0.38244,                0.80613,                0.95622,                 0.8775,                0.94411,                0.72912,                0.73688,                0.42725,                0.79754,             0.00077563,             0.00077563,             0.00077563
                    117,                0.71963,                0.38169,                0.80954,                0.95467,                0.87708,                0.94075,                0.72733,                0.72353,                0.42644,                0.79713,              0.0007715,              0.0007715,              0.0007715
                    118,                0.72104,                0.37035,                0.80899,                 0.9539,                  0.891,                0.94517,                0.73668,                0.72531,                0.44643,                0.79759,             0.00076738,             0.00076738,             0.00076738
                    119,                0.71592,                 0.3751,                0.80519,                0.94586,                0.88404,                0.93993,                0.73989,                0.72614,                 0.4387,                0.79628,             0.00076325,             0.00076325,             0.00076325
                    120,                0.71455,                0.37379,                0.80537,                0.95907,                0.87441,                0.93566,                0.72279,                0.74199,                 0.4357,                0.79685,             0.00075912,             0.00075912,             0.00075912
                    121,                0.69747,                0.36949,                0.80275,                0.96282,                0.85615,                0.93269,                0.71491,                0.75694,                0.46054,                0.79823,               0.000755,               0.000755,               0.000755
                    122,                0.72166,                0.37608,                0.81048,                0.95512,                0.88811,                0.93593,                0.73171,                0.72081,                 0.4561,                0.79501,             0.00075088,             0.00075088,             0.00075088
                    123,                0.69489,                0.35669,                0.80583,                0.95439,                0.88651,                0.93476,                0.71719,                0.73318,                0.43858,                0.79773,             0.00074675,             0.00074675,             0.00074675
                    124,                 0.7085,                0.37079,                0.81052,                0.97264,                0.89109,                0.94251,                0.72951,                0.74641,                0.44032,                0.79589,             0.00074263,             0.00074263,             0.00074263
                    125,                0.70304,                0.36679,                0.80132,                0.95938,                0.87078,                  0.946,                0.72403,                0.74425,                0.45094,                0.79827,              0.0007385,              0.0007385,              0.0007385
                    126,                0.69615,                0.36989,                0.80606,                0.95982,                0.87669,                0.94399,                 0.7405,                0.72082,                0.43179,                0.79535,             0.00073437,             0.00073437,             0.00073437
                    127,                 0.7146,                0.36665,                0.80856,                 0.9762,                0.87285,                0.94444,                0.73741,                0.71835,                0.41853,                0.79187,             0.00073025,             0.00073025,             0.00073025
                    128,                0.70249,                0.36876,                0.80541,                0.99037,                0.84331,                0.93755,                0.72765,                0.72891,                0.44307,                 0.7956,             0.00072612,             0.00072612,             0.00072612
                    129,                0.69917,                0.36585,                0.80829,                0.95334,                0.88205,                0.93238,                0.73462,                0.71463,                0.43514,                0.79646,               0.000722,               0.000722,               0.000722
                    130,                0.70065,                0.36373,                0.80221,                0.96484,                0.87248,                0.95171,                0.73743,                0.74349,                0.42851,                0.79829,             0.00071788,             0.00071788,             0.00071788
                    131,                0.70358,                0.36039,                0.80714,                0.97526,                0.87118,                 0.9527,                0.73471,                0.74281,                0.42736,                0.79629,             0.00071375,             0.00071375,             0.00071375
                    132,                0.68465,                0.35768,                0.80384,                0.95681,                0.88934,                0.95207,                0.72647,                 0.7577,                0.42024,                0.79794,             0.00070962,             0.00070962,             0.00070962
                    133,                 0.6868,                0.35975,                0.80288,                0.95355,                 0.8707,                0.94308,                0.74222,                 0.7067,                0.41651,                0.79586,              0.0007055,              0.0007055,              0.0007055
                    134,                0.69227,                0.36485,                0.80499,                0.92557,                0.88476,                0.95143,                0.73736,                0.73209,                  0.425,                0.79689,             0.00070137,             0.00070137,             0.00070137
                    135,                 0.6936,                0.35964,                0.80819,                0.97311,                0.86455,                0.94401,                0.72791,                0.73934,                0.43244,                0.79722,             0.00069725,             0.00069725,             0.00069725
                    136,                0.69987,                0.36413,                 0.8083,                0.97138,                0.85738,                0.94181,                 0.7344,                0.72941,                0.43546,                0.79763,             0.00069313,             0.00069313,             0.00069313
                    137,                0.68856,                0.36918,                0.80939,                0.97759,                0.83942,                0.93378,                0.71046,                0.74231,                0.42347,                0.79671,               0.000689,               0.000689,               0.000689
