2024:07:21 11:33:42Z,76.00000000000
2024:07:21 11:33:43Z,76.00000000000
2024:07:21 11:33:44Z,78.00000000000
2024:07:21 11:33:45Z,78.00000000000
2024:07:21 11:33:46Z,78.00000000000
2024:07:21 11:33:47Z,81.00000000000
2024:07:21 11:33:48Z,80.00000000000
2024:07:21 11:33:49Z,82.00000000000
2024:07:21 11:33:50Z,84.00000000000
2024:07:21 11:33:51Z,84.00000000000
2024:07:21 11:33:52Z,83.00000000000
2024:07:21 11:33:53Z,83.00000000000
2024:07:21 11:33:54Z,84.00000000000
2024:07:21 11:33:55Z,83.00000000000
2024:07:21 11:33:56Z,85.00000000000
2024:07:21 11:33:57Z,86.00000000000
2024:07:21 11:33:58Z,87.00000000000
2024:07:21 11:33:59Z,87.00000000000
2024:07:21 11:34:00Z,85.00000000000
2024:07:21 11:34:01Z,86.00000000000
2024:07:21 11:34:02Z,83.00000000000
2024:07:21 11:34:03Z,81.00000000000
2024:07:21 11:34:04Z,81.00000000000
2024:07:21 11:34:05Z,80.00000000000
2024:07:21 11:34:06Z,80.00000000000
2024:07:21 11:34:07Z,81.00000000000
2024:07:21 11:34:08Z,80.00000000000
2024:07:21 11:34:09Z,80.00000000000
2024:07:21 11:34:10Z,80.00000000000
2024:07:21 11:34:11Z,80.00000000000
2024:07:21 11:34:12Z,81.00000000000
2024:07:21 11:34:13Z,81.00000000000
2024:07:21 11:34:14Z,77.00000000000
2024:07:21 11:34:15Z,73.00000000000
2024:07:21 11:34:16Z,70.00000000000
2024:07:21 11:34:17Z,69.00000000000
2024:07:21 11:34:18Z,68.00000000000
2024:07:21 11:34:19Z,67.00000000000
2024:07:21 11:34:20Z,66.00000000000
2024:07:21 11:34:21Z,65.00000000000
2024:07:21 11:34:22Z,66.00000000000
2024:07:21 11:34:23Z,65.00000000000
2024:07:21 11:34:24Z,67.00000000000
2024:07:21 11:34:25Z,66.00000000000
2024:07:21 11:34:26Z,65.00000000000
2024:07:21 11:34:27Z,63.00000000000
2024:07:21 11:34:28Z,61.00000000000
2024:07:21 11:34:29Z,60.00000000000
2024:07:21 11:34:30Z,60.00000000000
2024:07:21 11:34:31Z,58.00000000000
2024:07:21 11:34:32Z,55.00000000000
2024:07:21 11:34:33Z,52.00000000000
2024:07:21 11:34:34Z,51.00000000000
2024:07:21 11:34:35Z,47.00000000000
2024:07:21 11:34:36Z,47.00000000000
2024:07:21 11:34:37Z,46.00000000000
2024:07:21 11:34:38Z,45.00000000000
2024:07:21 11:34:39Z,43.00000000000
2024:07:21 11:34:40Z,41.00000000000
2024:07:21 11:34:41Z,41.00000000000
2024:07:21 11:34:42Z,42.00000000000
2024:07:21 11:34:43Z,43.00000000000
