2024:07:21 11:40:26Z,98.00000000000
2024:07:21 11:40:27Z,99.00000000000
2024:07:21 11:40:29Z,99.00000000000
2024:07:21 11:40:29Z,99.00000000000
2024:07:21 11:40:31Z,99.00000000000
2024:07:21 11:40:31Z,99.00000000000
2024:07:21 11:40:33Z,100.0000000000
2024:07:21 11:40:33Z,100.0000000000
2024:07:21 11:40:35Z,102.0000000000
2024:07:21 11:40:35Z,102.0000000000
2024:07:21 11:40:37Z,106.0000000000
2024:07:21 11:40:37Z,106.0000000000
2024:07:21 11:40:39Z,108.0000000000
2024:07:21 11:40:39Z,108.0000000000
2024:07:21 11:40:41Z,106.0000000000
2024:07:21 11:40:41Z,106.0000000000
2024:07:21 11:40:43Z,104.0000000000
2024:07:21 11:40:43Z,104.0000000000
2024:07:21 11:40:45Z,102.0000000000
2024:07:21 11:40:45Z,102.0000000000
2024:07:21 11:40:47Z,103.0000000000
2024:07:21 11:40:47Z,103.0000000000
2024:07:21 11:40:48Z,103.0000000000
2024:07:21 11:40:49Z,102.0000000000
2024:07:21 11:40:50Z,101.0000000000
2024:07:21 11:40:51Z,100.0000000000
2024:07:21 11:40:52Z,100.0000000000
2024:07:21 11:40:53Z,100.0000000000
2024:07:21 11:40:54Z,101.0000000000
2024:07:21 11:40:55Z,103.0000000000
2024:07:21 11:40:56Z,105.0000000000
2024:07:21 11:40:57Z,108.0000000000
2024:07:21 11:40:58Z,110.0000000000
2024:07:21 11:40:59Z,112.0000000000
2024:07:21 11:41:00Z,115.0000000000
2024:07:21 11:41:01Z,115.0000000000
2024:07:21 11:41:02Z,115.0000000000
2024:07:21 11:41:03Z,115.0000000000
2024:07:21 11:41:04Z,115.0000000000
2024:07:21 11:41:05Z,115.0000000000
2024:07:21 11:41:06Z,115.0000000000
2024:07:21 11:41:08Z,116.0000000000
2024:07:21 11:41:08Z,116.0000000000
2024:07:21 11:41:10Z,115.0000000000
2024:07:21 11:41:10Z,115.0000000000
2024:07:21 11:41:12Z,118.0000000000
2024:07:21 11:41:12Z,118.0000000000
2024:07:21 11:41:13Z,118.0000000000
2024:07:21 11:41:14Z,118.0000000000
2024:07:21 11:41:15Z,117.0000000000
2024:07:21 11:41:16Z,117.0000000000
2024:07:21 11:41:17Z,117.0000000000
2024:07:21 11:41:18Z,117.0000000000
2024:07:21 11:41:19Z,117.0000000000
2024:07:21 11:41:20Z,118.0000000000
2024:07:21 11:41:21Z,119.0000000000
2024:07:21 11:41:22Z,119.0000000000
2024:07:21 11:41:23Z,120.0000000000
2024:07:21 11:41:24Z,120.0000000000
2024:07:21 11:41:25Z,120.0000000000
2024:07:21 11:41:26Z,122.0000000000
2024:07:21 11:41:27Z,123.0000000000
2024:07:21 11:41:28Z,122.0000000000
2024:07:21 11:41:29Z,124.0000000000
2024:07:21 11:41:30Z,123.0000000000
2024:07:21 11:41:31Z,124.0000000000
2024:07:21 11:41:32Z,119.0000000000
2024:07:21 11:41:33Z,121.0000000000
2024:07:21 11:41:34Z,113.0000000000
